mid_x_bin_left,mid_x_bin_center,n_total,n_success,pdr_band,pdr_phy_band,late_ratio_phy_band,nlos_ratio_band,avg_cbr_band
1020.0,1030.0,1878,113,0.06017039403620873,0.06762513312034078,0.11023622047244094,0.0,0.34865461322490066
1040.0,1050.0,13716,681,0.049650043744531934,0.05431612715077282,0.08590604026845637,0.0,0.3465083180890267
1060.0,1070.0,453,15,0.033112582781456956,0.033112582781456956,0.0,0.0,0.3438075456552277
1080.0,1090.0,534,33,0.06179775280898876,0.06741573033707865,0.08333333333333333,0.0,0.31279877425944835
1100.0,1110.0,323,13,0.04024767801857585,0.05263157894736842,0.23529411764705882,0.0,0.3148924852237545
1120.0,1130.0,415,15,0.03614457831325301,0.043373493975903614,0.16666666666666666,0.0,0.3271677984665936
1140.0,1150.0,311,6,0.01929260450160772,0.02572347266881029,0.25,0.0,0.32945396083016654
1160.0,1170.0,334,4,0.011976047904191617,0.017964071856287425,0.3333333333333333,0.0,0.32777381600435485
1180.0,1190.0,401,27,0.06733167082294264,0.06982543640897755,0.03571428571428571,0.0,0.26624552255724315
1200.0,1210.0,278,28,0.10071942446043165,0.11151079136690648,0.0967741935483871,0.0,0.28301733158927395
1220.0,1230.0,406,46,0.11330049261083744,0.11822660098522167,0.041666666666666664,0.0,0.2426995073891625
1240.0,1250.0,285,37,0.12982456140350876,0.13333333333333333,0.02631578947368421,0.0,0.23299266347687395
1260.0,1270.0,404,35,0.08663366336633663,0.09158415841584158,0.05405405405405406,0.0,0.25058843384338425
1280.0,1290.0,269,27,0.10037174721189591,0.10037174721189591,0.0,0.0,0.2398242649543764
1300.0,1310.0,338,73,0.21597633136094674,0.21597633136094674,0.0,0.6893491124260355,0.14852904787520166
1320.0,1330.0,385,95,0.24675324675324675,0.2519480519480519,0.020618556701030927,1.0,0.14464533648170005
1340.0,1350.0,425,91,0.21411764705882352,0.2164705882352941,0.010869565217391304,1.0,0.17337946524064163
1360.0,1370.0,345,92,0.26666666666666666,0.2753623188405797,0.031578947368421054,1.0,0.14700421607378122
1380.0,1390.0,347,66,0.19020172910662825,0.19596541786743515,0.029411764705882353,1.0,0.1632386691118679
1400.0,1410.0,376,84,0.22340425531914893,0.22340425531914893,0.0,1.0,0.17324298839458407
1420.0,1430.0,306,57,0.18627450980392157,0.18627450980392157,0.0,1.0,0.17614705882352932
1440.0,1450.0,198,43,0.21717171717171718,0.2222222222222222,0.022727272727272728,1.0,0.167684113865932
1460.0,1470.0,249,63,0.25301204819277107,0.2570281124497992,0.015625,1.0,0.1603618108798831
1480.0,1490.0,525,125,0.23809523809523808,0.23809523809523808,0.0,1.0,0.16428536796536788
1500.0,1510.0,321,104,0.32398753894080995,0.32398753894080995,0.0,1.0,0.13680968564146126
1520.0,1530.0,192,39,0.203125,0.203125,0.0,1.0,0.15435842803030297
1540.0,1550.0,434,159,0.3663594470046083,0.3663594470046083,0.0,1.0,0.11160347716799322
1560.0,1570.0,385,81,0.21038961038961038,0.21298701298701297,0.012195121951219513,1.0,0.16521747343565518
1580.0,1590.0,257,58,0.22568093385214008,0.22568093385214008,0.0,1.0,0.15137283339228857
1600.0,1610.0,223,37,0.16591928251121077,0.16591928251121077,0.0,1.0,0.15989523033020786
1620.0,1630.0,352,80,0.22727272727272727,0.22727272727272727,0.0,1.0,0.1570092975206611
1640.0,1650.0,366,89,0.24316939890710382,0.2459016393442623,0.011111111111111112,1.0,0.15397863884749124
1660.0,1670.0,252,58,0.23015873015873015,0.23412698412698413,0.01694915254237288,1.0,0.16028715728715723
1680.0,1690.0,190,40,0.21052631578947367,0.21052631578947367,0.0,1.0,0.1623631578947368
1700.0,1710.0,196,24,0.12244897959183673,0.1377551020408163,0.1111111111111111,1.0,0.28868460111317246
1720.0,1730.0,495,96,0.19393939393939394,0.20202020202020202,0.04,1.0,0.23475775941230478
1740.0,1750.0,230,33,0.14347826086956522,0.14782608695652175,0.029411764705882353,1.0,0.30317944664031615
1760.0,1770.0,246,30,0.12195121951219512,0.12195121951219512,0.0,1.0,0.33394715447154466
1780.0,1790.0,187,16,0.0855614973262032,0.0855614973262032,0.0,1.0,0.3531181332036947
1800.0,1810.0,277,2,0.007220216606498195,0.010830324909747292,0.3333333333333333,1.0,0.47328716770594015
1820.0,1830.0,336,4,0.011904761904761904,0.023809523809523808,0.5,1.0,0.4454266774891774
1840.0,1850.0,375,9,0.024,0.034666666666666665,0.3076923076923077,1.0,0.42474303030303023
1860.0,1870.0,326,0,0.0,0.006134969325153374,1.0,1.0,0.5417760736196318
1880.0,1890.0,271,2,0.007380073800738007,0.02214022140221402,0.6666666666666666,1.0,0.46610130828581003
1900.0,1910.0,426,4,0.009389671361502348,0.02112676056338028,0.5555555555555556,0.596244131455399,0.4996259069568928
1920.0,1930.0,639,2,0.003129890453834116,0.004694835680751174,0.3333333333333333,0.0,0.521304737516005
1940.0,1950.0,25172,440,0.017479739392976323,0.022683934530430636,0.22942206654991243,0.0,0.45780850656573674
1960.0,1970.0,1574,12,0.007623888182973317,0.016518424396442185,0.5384615384615384,0.0,0.4711292018020099
1980.0,1990.0,1310,20,0.015267175572519083,0.022137404580152672,0.3103448275862069,0.0,0.4501336571825121
2000.0,2010.0,17231,1570,0.09111485114038652,0.09738262433985259,0.06436233611442194,0.0,0.3343128557937332
2020.0,2030.0,2034,43,0.021140609636184856,0.028515240904621434,0.25862068965517243,0.0,0.4749797979797979
2040.0,2050.0,27596,491,0.017792433686041456,0.024278880997245976,0.2671641791044776,0.0,0.4618420291478343
2060.0,2070.0,490,0,0.0,0.01020408163265306,1.0,0.0,0.5385844155844155
2080.0,2090.0,604,2,0.0033112582781456954,0.006622516556291391,0.5,0.0,0.5069522877784467
2100.0,2110.0,613,1,0.0016313213703099511,0.0065252854812398045,0.75,0.0,0.5166025507934153
2120.0,2130.0,519,0,0.0,0.0038535645472061657,1.0,0.0,0.5131217376072866
2140.0,2150.0,646,0,0.0,0.0030959752321981426,1.0,0.0,0.521460174500422
2160.0,2170.0,574,0,0.0,0.005226480836236934,1.0,0.6236933797909407,0.4991221095977193
2180.0,2190.0,552,2,0.0036231884057971015,0.005434782608695652,0.3333333333333333,1.0,0.4849025032938076
2200.0,2210.0,660,57,0.08636363636363636,0.09545454545454546,0.09523809523809523,1.0,0.37750716253443517
2220.0,2230.0,582,70,0.12027491408934708,0.1254295532646048,0.0410958904109589,1.0,0.31360059356451103
2240.0,2250.0,593,56,0.09443507588532883,0.10792580101180438,0.125,1.0,0.33867085696765287
2260.0,2270.0,648,65,0.10030864197530864,0.10493827160493827,0.04411764705882353,1.0,0.32917115600448926
2280.0,2290.0,770,75,0.09740259740259741,0.1012987012987013,0.038461538461538464,1.0,0.3115704840613931
2300.0,2310.0,568,101,0.17781690140845072,0.1813380281690141,0.019417475728155338,1.0,0.20259699103713183
2320.0,2330.0,623,73,0.11717495987158909,0.12199036918138041,0.039473684210526314,0.34831460674157305,0.19838070917846193
2340.0,2350.0,780,104,0.13333333333333333,0.1346153846153846,0.009523809523809525,0.0,0.19792121212121208
2360.0,2370.0,760,79,0.10394736842105264,0.10657894736842105,0.024691358024691357,0.0,0.19793923444976072
2380.0,2390.0,716,94,0.13128491620111732,0.13268156424581007,0.010526315789473684,0.5153631284916201,0.19407706957846615
2400.0,2410.0,775,138,0.17806451612903226,0.17935483870967742,0.007194244604316547,1.0,0.198111202346041
2420.0,2430.0,849,149,0.17550058892815076,0.1790341578327444,0.019736842105263157,1.0,0.19967084270264476
2440.0,2450.0,874,128,0.14645308924485126,0.15675057208237986,0.06569343065693431,1.0,0.2047493239026419
2460.0,2470.0,784,132,0.1683673469387755,0.17091836734693877,0.014925373134328358,1.0,0.20842891929499066
2480.0,2490.0,933,142,0.15219721329046088,0.15862808145766344,0.04054054054054054,1.0,0.20962749683328455
2500.0,2510.0,912,151,0.16557017543859648,0.17214912280701755,0.03821656050955414,1.0,0.2126634768740031
2520.0,2530.0,1103,141,0.12783318223028106,0.13508612873980055,0.053691275167785234,0.9972801450589301,0.2172733042116541
2540.0,2550.0,1244,107,0.0860128617363344,0.09083601286173633,0.05309734513274336,0.1977491961414791,0.21982315112540188
2560.0,2570.0,1478,156,0.10554803788903924,0.11028416779431664,0.04294478527607362,0.0,0.2255899249600196
2580.0,2590.0,1253,134,0.10694333599361533,0.11332801276935354,0.056338028169014086,0.0,0.2287710948269607
2600.0,2610.0,1326,134,0.10105580693815988,0.10558069381598793,0.04285714285714286,0.0,0.239573015220074
2620.0,2630.0,1314,122,0.0928462709284627,0.0989345509893455,0.06153846153846154,0.0,0.24567766708177663
2640.0,2650.0,1579,126,0.07979734008866371,0.08549715009499684,0.06666666666666667,0.0,0.2461095630145661
2660.0,2670.0,1727,175,0.1013317892298784,0.10654313839027214,0.04891304347826087,0.0,0.24223293151550238
2680.0,2690.0,1912,160,0.08368200836820083,0.09152719665271966,0.08571428571428572,0.0,0.2503010174971471
2700.0,2710.0,1874,162,0.0864461045891142,0.09071504802561366,0.047058823529411764,0.0,0.25586436402444934
2720.0,2730.0,2044,156,0.07632093933463796,0.08268101761252446,0.07692307692307693,0.0,0.2571900907311866
2740.0,2750.0,2017,184,0.09122459097669806,0.0946950917203768,0.03664921465968586,0.0,0.2537623383062153
2760.0,2770.0,2418,208,0.08602150537634409,0.0934656741108354,0.07964601769911504,0.0,0.2562998721708398
2780.0,2790.0,2962,312,0.10533423362592843,0.1100607697501688,0.04294478527607362,0.0,0.24982981400773427
2800.0,2810.0,3368,386,0.11460807600950118,0.11965558194774346,0.04218362282878412,0.0,0.23648013388037134
2820.0,2830.0,3285,394,0.11993911719939117,0.1248097412480974,0.03902439024390244,0.0,0.2219784696277846
2840.0,2850.0,3702,440,0.11885467314964884,0.12128579146407348,0.0200445434298441,0.0,0.2174338441137468
2860.0,2870.0,3423,403,0.11773298276365761,0.12065439672801637,0.024213075060532687,0.0,0.21367752901495224
2880.0,2890.0,4145,520,0.12545235223160434,0.13196622436670688,0.04936014625228519,0.0,0.2002723324925978
2900.0,2910.0,6387,1148,0.17974009707217786,0.1827148896195397,0.016281062553556127,0.0,0.16779109554919788
2920.0,2930.0,8608,1482,0.17216542750929367,0.1741403345724907,0.01134089392928619,0.0,0.1728689485468063
2940.0,2950.0,4095,766,0.18705738705738706,0.19096459096459095,0.020460358056265986,0.0,0.16730622710622703
2960.0,2970.0,129,15,0.11627906976744186,0.12403100775193798,0.0625,0.0,0.22711486962649746
2980.0,2990.0,126,13,0.10317460317460317,0.10317460317460317,0.0,0.0,0.22290187590187582
3000.0,3010.0,13,0,0.0,0.0,0.0,0.0,0.21335664335664328
